carat,cut,color,clarity,price
0.3,Very Good,G,SI1,447
0.7,Good,H,VS2,2428
0.77,Good,H,SI2,2262
0.52,Ideal,D,SI1,1720
0.53,Ideal,F,VS1,1812
1.37,Ideal,I,VS2,8000
0.64,Ideal,E,SI1,2089
0.28,Ideal,F,VVS2,612
0.42,Ideal,G,VS2,1087
1.01,Premium,G,SI2,4442
1,Very Good,I,SI1,4200
1.21,Premium,F,VS1,8196
0.3,Ideal,F,SI1,475
1.01,Fair,E,SI2,3916
1.01,Very Good,G,VS2,6019
0.3,Very Good,H,SI1,540
0.3,Premium,G,VS1,776
0.56,Premium,E,SI1,1755
0.9,Very Good,H,VS2,4381
1.2,Premium,G,VVS2,9873
0.56,Ideal,H,IF,2157
0.51,Ideal,G,VVS2,1875
1.01,Ideal,H,SI1,5200
0.51,Premium,F,SI2,1068
0.41,Premium,D,SI2,876
0.41,Ideal,I,VS2,1056
0.9,Fair,F,VS2,4536
1.51,Premium,F,VS2,13771
1.09,Ideal,I,SI2,4315
0.45,Ideal,G,IF,1377
1.23,Premium,E,VS2,9037
2.28,Premium,H,SI1,13919
0.51,Ideal,G,VS2,1585
0.32,Ideal,E,VVS1,1020
0.3,Ideal,G,IF,863
0.93,Premium,G,SI2,3689
0.41,Ideal,G,VS2,900
0.32,Ideal,I,VVS1,589
1.3,Ideal,H,VS1,5962
1.1,Ideal,G,VS1,8775
0.26,Premium,E,VVS1,769
0.3,Ideal,G,VVS1,1013
0.41,Very Good,G,VVS2,1007
0.52,Very Good,E,VS1,1875
0.58,Ideal,I,VVS1,1680
0.7,Premium,F,VS1,2879
0.32,Ideal,G,IF,918
1.01,Premium,J,SI2,3563
0.38,Ideal,D,VS1,983
0.32,Premium,E,VVS1,814
1.13,Ideal,H,VS1,7571
0.75,Very Good,H,SI2,2106
2.67,Good,F,SI2,18686
0.34,Very Good,E,SI1,714
0.52,Very Good,E,SI2,1200
0.31,Ideal,I,SI1,436
0.55,Premium,F,VS2,1698
0.23,Very Good,E,VVS2,498
0.3,Premium,D,VS2,710
0.72,Ideal,G,VS2,2805
0.79,Very Good,E,SI1,3053
0.34,Ideal,E,VS2,646
0.31,Premium,I,SI1,537
0.23,Very Good,E,VS2,402
0.41,Ideal,J,VS1,707
0.77,Very Good,I,VS2,2162
1.01,Ideal,H,SI1,4851
0.4,Ideal,I,VS1,826
0.31,Ideal,G,VVS1,789
0.34,Very Good,G,SI2,447
0.76,Very Good,J,VS2,1949
0.32,Good,I,VS2,449
0.3,Very Good,G,VVS1,680
1.54,Ideal,I,SI1,9942
1.34,Premium,G,VS2,9293
0.52,Ideal,E,VS1,1668
0.3,Ideal,G,VVS2,878
0.8,Very Good,F,SI2,2564
0.71,Premium,G,SI1,2386
1.42,Good,E,SI2,8019
0.71,Good,J,SI1,1755
3.04,Very Good,I,SI2,15354
0.53,Ideal,H,VVS1,1781
1.01,Ideal,E,SI2,5437
1.01,Very Good,H,SI1,4642
1.6,Ideal,H,SI2,9275
0.43,Premium,F,VS1,1129
0.38,Premium,G,VS1,1069
1.01,Ideal,G,SI1,5107
0.53,Very Good,G,SI1,1367
1.75,Very Good,D,SI1,15544
0.9,Ideal,I,VS2,3820
1.27,Premium,J,VS1,5518
0.51,Very Good,G,VVS2,1875
0.3,Ideal,G,VVS2,878
0.34,Premium,F,SI1,566
0.3,Ideal,F,VS1,731
1.23,Premium,H,VS2,6150
0.8,Ideal,I,VVS1,3181
1.2,Very Good,E,SI1,6809
0.41,Premium,D,SI1,1015
0.5,Very Good,E,SI2,1104
1.04,Ideal,G,VS1,7294
1.01,Premium,F,SI2,4468
0.71,Ideal,F,SI2,2637
0.7,Premium,H,VVS1,2840
1.01,Good,E,VS2,6666
0.3,Ideal,H,VVS1,878
0.31,Premium,I,SI1,523
1,Good,I,SI2,3528
0.51,Ideal,G,VVS1,2005
0.51,Ideal,G,SI1,1321
0.41,Good,D,VS1,989
0.57,Ideal,I,VS1,1448
1.53,Premium,D,SI2,11078
1.3,Very Good,I,VS1,6819
0.3,Good,E,VVS1,763
0.78,Premium,D,SI1,3019
0.4,Premium,G,SI1,900
1.28,Premium,H,SI2,4588
0.54,Very Good,G,VVS1,2123
1.16,Good,G,SI2,3644
1.57,Ideal,J,VS2,8363
0.9,Fair,E,VS2,3875
0.46,Ideal,I,VS1,911
0.53,Ideal,E,VS2,1813
1.06,Very Good,E,VS1,8219
0.31,Ideal,F,VS2,802
1.01,Good,G,VVS2,7137
0.55,Premium,D,SI1,1692
1.01,Ideal,E,SI2,4984
0.71,Premium,E,SI2,2306
0.31,Ideal,H,IF,789
0.73,Ideal,F,VS1,3797
0.5,Premium,I,VVS1,1556
0.73,Premium,D,SI1,2498
0.31,Premium,G,VVS2,907
0.8,Very Good,F,SI1,3013
0.7,Very Good,F,VVS2,3205
0.31,Ideal,G,IF,871
0.56,Ideal,G,VVS2,2004
1.02,Premium,D,VS2,7643
0.31,Ideal,H,IF,772
1.03,Very Good,H,SI1,4326
1.13,Premium,H,VS2,5728
0.51,Ideal,D,VS1,1810
0.25,Ideal,F,VS2,535
2.36,Ideal,J,VS1,17829
0.33,Good,I,SI1,434
1.05,Very Good,G,SI2,4427
0.33,Ideal,D,SI1,780
0.3,Premium,E,VS2,844
0.31,Ideal,G,VS2,562
2.36,Good,J,SI2,12286
1.51,Premium,E,VS2,13757
0.39,Very Good,F,VVS1,1107
0.32,Ideal,G,VS1,828
1.1,Premium,F,VS1,7762
0.54,Very Good,G,SI1,1392
0.33,Ideal,F,VVS2,810
0.5,Ideal,H,SI1,1140
0.94,Premium,F,SI2,4230
0.4,Premium,D,VS2,1050
0.53,Very Good,D,SI2,1226
0.53,Good,E,SI1,1282
1.01,Ideal,E,SI1,6132
0.31,Ideal,H,VS2,507
0.5,Premium,G,VS1,1583
1.15,Ideal,E,VVS2,12193
1.51,Ideal,F,SI1,11302
1.12,Ideal,H,VS1,7616
0.31,Premium,D,VS2,942
0.78,Ideal,E,SI1,3067
0.25,Ideal,G,VS1,438
1.07,Very Good,H,VS2,5254
1.2,Ideal,F,SI1,7463
2.01,Very Good,H,SI2,10184
1.16,Ideal,D,SI2,5898
0.51,Ideal,G,VVS2,1825
0.9,Very Good,E,VS2,3894
0.72,Very Good,E,VVS1,4339
0.33,Very Good,H,VS2,521
1.13,Ideal,F,VS1,10016
0.47,Ideal,H,VS2,1136
0.3,Very Good,G,SI2,394
1.2,Very Good,D,VS2,9138
0.5,Very Good,E,VS1,1675
1.2,Ideal,H,SI2,5040
0.53,Very Good,E,SI2,1174
0.25,Ideal,G,VS1,460
0.39,Very Good,G,SI1,684
0.3,Premium,I,VVS2,526
0.32,Ideal,I,VS2,576
1.01,Very Good,G,VS1,6326
1.01,Premium,F,VS2,6097
1.01,Premium,G,VS2,5999
1.01,Very Good,I,SI2,3998
0.41,Ideal,E,SI1,904
0.7,Premium,E,VS1,2930
1.21,Premium,J,VS2,5541
2.02,Fair,G,I1,6346
1.2,Very Good,G,VS2,7273
0.73,Very Good,G,VS1,2708
0.38,Premium,E,VS2,866
1.13,Ideal,I,VS1,5813
0.3,Ideal,I,VVS1,552
1.51,Ideal,E,SI1,13254
0.42,Ideal,J,VS2,680
1.02,Ideal,H,SI1,5522
0.25,Very Good,F,VVS1,633
1.64,Very Good,J,SI2,7579
0.38,Premium,E,VVS1,1327
1.25,Premium,J,SI2,4690
0.31,Premium,G,SI1,553
0.54,Ideal,H,VVS1,1814
0.42,Ideal,E,VVS1,1369
1.02,Ideal,G,VS2,6499
1.2,Premium,H,SI2,5280
0.49,Premium,J,SI2,900
0.72,Ideal,E,SI2,2398
1.05,Ideal,G,VVS1,8546
0.52,Ideal,G,IF,2387
0.3,Very Good,G,VS1,605
0.44,Ideal,G,SI2,694
0.96,Ideal,F,SI2,4500
0.61,Ideal,G,VVS2,2242
0.36,Premium,I,VS2,648
0.42,Premium,F,VS1,1176
0.42,Ideal,D,VVS2,1326
0.41,Ideal,F,VS2,863
0.52,Premium,G,VVS2,2012
0.34,Ideal,E,SI1,765
0.42,Ideal,E,VVS1,1400
0.95,Ideal,E,VS1,5983
1,Very Good,F,VS2,6183
0.32,Ideal,F,VVS1,990
1.26,Ideal,G,VVS2,10367
0.39,Very Good,G,IF,1271
0.53,Ideal,D,VS2,1956
0.32,Very Good,G,SI1,477
0.55,Very Good,I,SI2,1041
0.74,Very Good,D,SI1,3138
0.27,Ideal,E,VS1,577
0.36,Good,H,VS2,568
0.3,Ideal,G,VS2,675
1.01,Very Good,F,VS2,6944
0.5,Ideal,F,VS1,1731
1.04,Very Good,G,VS2,6232
0.27,Very Good,F,IF,560
1.02,Very Good,G,SI2,4291
0.33,Ideal,G,VS2,743
0.33,Ideal,F,VS2,666
0.9,Very Good,H,VS1,4021
0.73,Very Good,E,SI1,2523
0.55,Premium,H,VS2,1387
1.11,Premium,F,VS2,6589
2.1,Ideal,I,SI2,10457
2.54,Premium,H,SI2,14717
2.01,Very Good,H,SI2,12229
0.71,Ideal,E,VS2,3217
0.51,Good,E,VS2,1662
0.4,Good,D,VS1,742
1.15,Very Good,H,SI2,4661
1.05,Very Good,E,VS1,7521
0.37,Ideal,G,VS2,851
0.5,Ideal,E,SI1,1331
0.81,Good,G,SI2,2789
0.7,Very Good,F,SI1,2312
0.32,Premium,G,IF,952
0.71,Good,F,IF,3393
0.3,Ideal,D,VS2,762
0.71,Ideal,D,SI2,2487
1.71,Premium,F,VS2,18791
0.33,Ideal,D,VS2,667
0.34,Ideal,E,SI1,765
0.32,Premium,E,SI1,561
0.77,Very Good,G,VVS2,3829
0.8,Very Good,H,VVS1,3737
1.71,Good,J,VS2,8831
1.01,Ideal,G,VS1,6951
0.77,Good,H,VVS2,2734
0.34,Ideal,E,VVS1,1084
1.06,Ideal,G,VS1,8451
0.64,Ideal,F,VS2,2074
0.4,Premium,D,VS2,982
0.31,Ideal,D,SI1,571
0.53,Premium,I,VS2,1209
0.53,Ideal,E,VS2,1739
0.4,Ideal,D,VS1,1059
0.78,Very Good,G,SI2,2401
0.56,Premium,D,VS2,2066
1.21,Good,J,SI2,4269
0.9,Premium,G,VS2,4137
0.56,Ideal,D,SI2,1243
1.51,Good,E,VS2,14709
0.51,Ideal,G,VS2,1427
0.9,Very Good,I,SI2,2826
0.32,Ideal,G,IF,898
0.38,Ideal,E,VS1,1097
0.32,Very Good,D,VVS2,841
0.31,Ideal,E,VVS1,801
0.5,Ideal,G,SI1,1173
0.71,Very Good,I,VS1,2332
1.26,Good,I,SI2,4953
1.16,Ideal,E,SI2,5001
0.58,Ideal,E,VS2,1903
0.31,Premium,I,SI1,418
1.7,Ideal,H,SI1,9425
1.01,Ideal,F,VVS2,8532
0.38,Ideal,E,VVS2,1068
0.37,Ideal,E,VS2,1041
0.3,Premium,F,VS2,605
1.14,Premium,E,VVS2,10258
0.41,Ideal,F,IF,1304
0.7,Very Good,F,VS2,2362
1.01,Premium,J,I1,2488
0.37,Ideal,D,VS2,1003
1.49,Fair,F,SI1,8779
0.51,Ideal,E,VS2,1662
1.51,Premium,E,SI2,9302
0.83,Premium,H,SI1,2825
1.3,Ideal,G,IF,12467
0.72,Ideal,F,SI1,2737
0.51,Premium,E,VS2,1662
0.72,Ideal,H,VS1,3167
0.64,Fair,F,VS2,2063
1.04,Ideal,F,SI2,4547
1.05,Ideal,H,SI2,4331
0.9,Good,D,SI2,3153
0.51,Very Good,D,VS2,1722
0.32,Ideal,H,VVS1,936
0.55,Ideal,G,VVS2,2129
2.06,Very Good,F,SI2,16603
0.51,Premium,E,VS2,1781
2.27,Ideal,I,SI2,12939
2,Good,I,SI1,12554
0.46,Very Good,D,VS2,1030
0.23,Very Good,D,VVS2,530
0.42,Ideal,E,SI1,992
0.51,Ideal,D,VS2,2056
0.72,Very Good,H,SI2,2160
0.78,Ideal,D,VS2,3811
1.16,Ideal,H,SI2,5388
1.06,Ideal,E,SI1,5250
1.53,Ideal,J,SI1,7721
1.22,Very Good,J,VS2,5160
0.9,Very Good,F,SI1,3950
1.21,Premium,F,SI1,6659
1.21,Premium,G,VS1,8616
0.34,Premium,G,VS2,596
2.14,Premium,G,SI2,12792
1.57,Ideal,E,VS2,16570
0.33,Ideal,G,SI1,453
2,Premium,I,SI2,14199
0.27,Very Good,E,VVS2,575
0.32,Premium,E,VS2,580
0.33,Ideal,F,VVS1,1021
1.22,Premium,G,IF,11104
2,Premium,E,SI2,18426
0.41,Ideal,H,VS2,743
1.5,Premium,G,VS2,12787
0.3,Ideal,D,SI1,552
0.35,Premium,J,VS1,949
0.51,Ideal,F,VS2,1687
0.73,Ideal,F,VVS1,5154
1.64,Premium,H,SI1,10874
0.38,Ideal,G,VS2,840
1.51,Good,H,VVS2,11826
0.39,Very Good,H,SI2,588
0.3,Ideal,F,VVS1,802
0.36,Ideal,H,VS2,587
0.33,Ideal,E,VS2,723
1.33,Ideal,G,VVS1,12255
0.4,Very Good,H,VVS1,968
0.53,Ideal,D,VS2,1956
1.22,Very Good,D,SI2,6607
0.32,Premium,G,VS1,645
0.7,Good,G,VS2,2488
0.7,Good,I,VS1,2271
0.75,Ideal,F,VVS1,5288
0.7,Very Good,D,VS2,2999
0.31,Good,G,VS1,625
0.9,Premium,E,SI2,3599
0.3,Good,G,VVS1,789
0.37,Premium,D,SI1,874
0.31,Premium,E,VS2,544
0.7,Premium,E,SI1,2703
0.41,Ideal,F,IF,1439
0.52,Very Good,G,VS2,1577
0.23,Very Good,F,VVS2,465
0.33,Ideal,E,VVS1,917
0.82,Ideal,H,VS2,2870
0.71,Ideal,G,VS1,3123
0.31,Ideal,G,SI2,429
0.57,Ideal,I,VS2,1410
1.43,Ideal,G,SI1,8599
0.81,Very Good,G,VS1,3544
1.02,Very Good,D,SI2,4633
0.3,Ideal,F,SI1,475
0.3,Premium,G,VVS2,878
1,Fair,G,SI2,3142
0.26,Premium,E,VS2,580
0.53,Very Good,H,VS1,1607
0.57,Premium,E,SI1,1728
0.5,Premium,E,VS2,1920
0.41,Ideal,E,VS1,1079
1,Good,D,VS2,6163
0.7,Very Good,D,VS2,3092
0.71,Ideal,G,VVS1,3955
0.31,Good,H,VVS1,786
0.3,Ideal,F,VS1,612
1.71,Very Good,J,VS2,9170
0.51,Ideal,G,VVS1,1810
1.55,Very Good,F,SI1,11957
0.3,Very Good,F,SI1,500
0.34,Ideal,E,SI1,596
0.7,Ideal,E,SI1,2768
0.3,Ideal,F,IF,886
0.52,Premium,G,VS1,1815
0.32,Ideal,F,IF,943
0.71,Ideal,F,VS1,3404
0.9,Premium,G,SI2,3445
0.3,Good,G,VVS1,878
1.06,Very Good,G,SI2,4057
0.78,Very Good,F,VS1,3401
1.21,Very Good,H,VS1,7196
0.7,Very Good,H,VS1,2453
0.55,Premium,D,VS2,1928
1.04,Premium,F,SI1,5621
0.43,Very Good,E,VS2,869
0.73,Very Good,D,VS1,3856
0.32,Ideal,G,VVS2,936
0.4,Very Good,I,VS2,655
0.31,Ideal,G,VS2,698
1.25,Premium,I,VS2,6300
0.32,Ideal,H,VS2,648
1.02,Ideal,G,VS1,7055
0.32,Very Good,I,SI1,554
0.7,Very Good,E,VVS1,3724
0.52,Good,G,SI1,1338
1.09,Premium,H,SI1,5219
0.32,Ideal,E,VS2,608
1,Premium,D,SI1,5880
1.02,Ideal,F,VS1,7836
0.75,Ideal,J,VS2,2025
0.91,Premium,G,SI1,3763
0.41,Premium,G,VS1,961
0.33,Premium,H,VS2,668
0.54,Premium,H,VS2,1439
1.24,Ideal,D,VVS2,13803
1.01,Very Good,D,VS1,8101
0.5,Ideal,G,VVS2,1842
1.21,Fair,H,SI2,3862
0.34,Very Good,F,SI1,566
1.01,Premium,J,VS2,3190
1.01,Ideal,F,VS2,7347
1.21,Premium,F,VS2,8139
0.3,Ideal,E,VVS2,766
1.2,Premium,F,SI2,6055
1.12,Very Good,E,VS1,8788
0.43,Good,E,SI1,723
1.01,Premium,H,I1,2206
0.33,Premium,D,SI2,631
0.3,Premium,F,VVS2,945
0.33,Premium,H,SI2,520
0.9,Ideal,F,VS2,5141
2.54,Ideal,I,SI2,12687
1.02,Good,F,VS1,7068
0.43,Ideal,G,IF,1433
0.3,Very Good,F,VS2,605
0.7,Good,D,SI1,2570
1.01,Premium,E,VS1,7821
0.32,Premium,G,IF,891
0.52,Good,H,VS2,1289
1.2,Very Good,F,SI2,5247
0.53,Premium,D,SI2,1318
0.3,Very Good,I,SI2,450
0.54,Ideal,G,IF,2271
1.74,Premium,I,SI2,7858
0.72,Ideal,D,VS2,4082
0.3,Very Good,I,VVS2,675
1.16,Very Good,G,VVS2,9205
0.81,Ideal,F,VS2,3624
1.25,Premium,J,SI2,4410
0.36,Premium,E,SI1,810
1.21,Premium,I,VS2,5962
0.5,Ideal,H,VS2,1349
0.32,Ideal,D,SI2,612
0.41,Ideal,D,VS2,1076
0.34,Ideal,D,VVS1,1211
1.11,Ideal,G,VVS2,8858
1,Premium,D,SI2,4626
1.1,Premium,I,SI2,3604
0.67,Good,F,VVS2,2398
0.56,Ideal,H,IF,2135
0.6,Very Good,F,SI1,1554
0.57,Ideal,F,VVS2,2797
1.01,Premium,G,VS2,6108
0.57,Ideal,D,VS1,2122
0.51,Very Good,J,SI1,977
0.3,Ideal,G,VS1,776
0.55,Ideal,F,VVS1,2359
0.52,Very Good,E,VS2,1601
1.27,Ideal,E,SI1,7631
0.56,Ideal,G,VVS2,2167
0.3,Premium,E,VS2,731
0.42,Very Good,D,SI1,756
1.04,Ideal,H,SI1,4629
0.9,Very Good,J,VS1,3188
0.55,Good,E,VS2,1695
0.72,Premium,I,VS2,2216
0.65,Premium,E,SI2,1827
1,Good,E,VS2,6248
0.31,Ideal,E,VS2,872
1.02,Premium,D,I1,3769
0.41,Good,H,SI1,748
0.3,Good,G,VVS1,678
2,Ideal,G,VS2,17760
1.04,Ideal,F,SI2,4547
0.51,Premium,D,VVS2,2387
0.52,Ideal,G,VVS2,2012
0.29,Very Good,H,VVS1,478
2.03,Very Good,G,SI1,18630
1.51,Very Good,I,VS1,9343
1.51,Premium,F,VS2,14294
0.33,Very Good,D,SI1,728
1.1,Ideal,G,VS2,6387
0.71,Ideal,G,SI2,2194
0.3,Ideal,H,IF,764
0.78,Ideal,E,VS2,3713
0.3,Ideal,F,VVS1,868
1.26,Ideal,G,VS1,10371
1.5,Good,H,SI2,7897
0.36,Very Good,F,SI1,600
1.12,Good,F,VS2,6925
0.32,Very Good,H,SI1,449
0.3,Ideal,D,VVS2,814
0.43,Premium,E,SI2,716
0.34,Ideal,H,VVS2,852
0.41,Premium,E,SI2,818
0.39,Premium,G,SI1,854
1.53,Ideal,G,SI1,10947
0.3,Premium,G,VVS2,684
1.14,Very Good,F,SI2,5033
0.3,Ideal,J,SI1,367
1.5,Ideal,F,VS2,15444
1.1,Premium,J,SI2,3216
0.3,Premium,D,SI1,709
1.01,Good,F,SI2,3895
0.4,Premium,E,VS1,1125
0.33,Ideal,E,SI1,702
0.57,Ideal,G,VVS1,2612
1.22,Premium,I,VS1,6354
0.52,Good,H,VS2,1289
0.31,Ideal,G,IF,786
0.3,Very Good,D,VVS2,719
0.41,Good,I,SI1,784
1.57,Very Good,H,VS1,11605
1.06,Fair,I,I1,2239
0.54,Ideal,F,VS1,1866
0.54,Ideal,H,VS2,1359
0.32,Ideal,G,VS1,828
1.02,Good,F,SI2,4238
1.1,Ideal,F,VS2,7589
0.31,Ideal,H,VS2,507
0.54,Ideal,I,VS1,1453
0.4,Ideal,J,VS1,641
0.81,Premium,J,SI1,1917
1.06,Ideal,F,SI1,5655
0.71,Ideal,D,VS2,4029
0.34,Ideal,G,VS2,765
0.32,Premium,H,VS1,561
0.9,Ideal,D,SI2,4241
1.03,Ideal,E,SI1,4873
1,Very Good,D,SI1,6196
1.21,Very Good,H,SI1,5826
1.11,Very Good,F,SI1,5384
0.69,Premium,H,VS2,1863
0.9,Very Good,G,VVS2,4565
2.03,Premium,J,SI1,12492
2.57,Premium,E,SI2,17116
0.51,Ideal,G,VS2,1343
0.56,Very Good,F,VVS2,2236
0.34,Good,H,VVS1,775
0.31,Good,F,VVS1,742
0.3,Good,G,VVS2,878
0.7,Ideal,E,VS2,3612
0.33,Ideal,H,VS1,579
0.51,Ideal,E,VS1,1851
0.31,Premium,G,VVS2,907
0.91,Premium,D,VS2,5259
0.52,Ideal,H,VS2,1238
1.23,Premium,G,SI2,4426
0.33,Ideal,H,VS1,743
0.44,Good,E,VS2,1001
1.09,Good,F,SI1,4230
2.01,Very Good,G,SI2,12271
1.71,Ideal,H,VS2,9618
0.3,Ideal,F,VVS1,868
0.31,Premium,E,VS2,680
0.7,Premium,F,VVS2,3105
1.79,Ideal,H,SI2,11643
0.41,Ideal,G,VS1,961
0.73,Ideal,H,VS1,2919
1.03,Ideal,G,VVS2,8483
1,Premium,E,SI2,3752
0.44,Premium,F,SI1,1023
1.5,Fair,I,SI2,6209
0.51,Good,D,VVS2,2174
0.78,Very Good,D,VS1,3923
0.72,Ideal,D,SI2,2435
1.51,Premium,G,SI1,10267
1.51,Good,G,VVS2,13275
0.52,Very Good,G,VS2,1446
1.23,Very Good,F,SI2,4661
0.3,Premium,I,VVS2,675
0.4,Premium,E,VS1,1125
0.91,Ideal,I,VS1,3954
0.44,Ideal,E,VVS2,1334
0.27,Ideal,D,VVS1,799
0.72,Ideal,J,VS1,2006
0.7,Fair,G,I1,1069
2,Very Good,G,SI2,14074
0.56,Very Good,F,VS1,1929
0.59,Ideal,D,VS1,2319
0.51,Ideal,H,SI2,983
0.56,Very Good,I,SI1,1175
1.2,Very Good,I,VVS1,7080
0.71,Ideal,E,VS1,3212
0.53,Ideal,F,VS2,1683
0.53,Premium,F,SI2,1242
1.02,Ideal,G,VVS2,8401
0.32,Ideal,G,IF,898
1.5,Premium,G,VS1,13720
0.27,Very Good,E,VVS2,586
1.07,Ideal,G,VS1,6793
0.31,Premium,G,VS2,698
0.4,Premium,I,VVS1,1080
1.04,Ideal,I,SI1,4659
0.51,Very Good,H,SI1,1090
0.8,Ideal,E,SI2,2978
0.3,Ideal,F,VS1,652
1.01,Premium,E,VS2,5882
0.9,Very Good,I,VS2,3992
1.02,Very Good,E,SI2,4404
1.28,Premium,J,SI1,5290
0.71,Very Good,G,SI1,2274
0.35,Good,H,SI1,504
0.42,Ideal,H,VVS1,1310
1.01,Ideal,G,SI1,4129
1.06,Very Good,D,SI2,5293
1.04,Very Good,G,VS2,6177
0.42,Premium,H,VS1,1087
1.01,Good,E,VS2,6606
0.4,Good,I,SI1,765
1.22,Premium,H,SI2,4509
0.7,Very Good,F,VVS1,3204
0.55,Very Good,E,VS2,1719
0.38,Very Good,F,VS1,933
0.41,Premium,G,VS2,1061
1.52,Fair,G,VS2,10623
4.5,Fair,J,I1,18531
2.01,Premium,I,SI2,14444
1.02,Ideal,H,SI2,4766
1.01,Very Good,D,I1,2291
0.73,Premium,I,VVS2,2519
0.3,Ideal,E,VVS1,838
0.51,Premium,D,SI1,1642
1.51,Very Good,H,SI2,7723
0.33,Premium,G,VS2,743
0.43,Premium,F,SI1,792
0.31,Very Good,H,SI1,446
0.35,Ideal,F,VVS1,945
0.7,Very Good,H,VS2,2312
0.45,Ideal,H,VVS1,1178
0.7,Ideal,G,SI1,2414
0.42,Ideal,D,SI1,1040
0.73,Ideal,G,SI1,2630
1.43,Premium,F,SI1,8809
1.51,Premium,H,VS2,11540
0.7,Ideal,H,SI1,2548
0.37,Very Good,D,SI1,681
0.3,Very Good,D,VVS2,729
0.32,Premium,H,SI1,461
0.4,Premium,E,VS1,1125
0.24,Very Good,E,VS1,378
0.3,Ideal,G,VS2,675
0.9,Premium,H,SI1,3387
1.87,Premium,H,SI2,11037
1.22,Ideal,I,SI1,5807
0.58,Ideal,G,VS2,1719
0.9,Very Good,H,SI2,3160
0.51,Very Good,E,VS2,1638
1.13,Ideal,I,VS2,4940
0.7,Very Good,F,VS2,2803
0.72,Very Good,G,VS2,2728
0.56,Ideal,D,VS1,2741
0.44,Premium,J,VS1,891
1.2,Very Good,H,I1,3696
0.71,Ideal,I,VS2,2141
0.32,Very Good,H,SI1,461
1.16,Ideal,D,VS1,10241
1.15,Very Good,G,I1,3510
0.92,Very Good,I,SI1,3345
1.31,Ideal,G,VS2,8922
0.91,Good,H,VVS2,4205
2.02,Very Good,J,SI1,12267
1,Very Good,G,VS1,6435
0.54,Ideal,I,VS2,1259
1.03,Good,E,VS1,7251
0.41,Very Good,G,VVS2,889
1.05,Ideal,E,VS1,7762
1.07,Ideal,D,SI1,6587
0.23,Good,F,VS2,447
0.5,Very Good,H,SI1,1181
0.57,Very Good,G,SI2,1214
0.75,Ideal,G,VVS2,3879
1.32,Good,E,SI1,6830
1.01,Premium,D,SI2,5006
0.7,Very Good,I,VS1,2288
0.3,Very Good,G,VVS2,684
0.51,Ideal,E,VS2,1656
0.73,Premium,H,VS2,2496
0.56,Ideal,G,VVS2,1889
0.41,Ideal,H,VVS1,1115
0.73,Ideal,G,VS1,3525
1.04,Ideal,G,VS2,6955
0.7,Good,F,SI1,2445
0.34,Ideal,D,I1,530
0.9,Premium,J,VVS2,3459
0.34,Ideal,E,VVS1,1014
0.91,Good,J,VS2,3290
0.31,Ideal,G,IF,891
1.09,Good,D,SI2,4682
1.23,Ideal,J,VS2,5030
1.03,Premium,G,SI1,5037
1.23,Ideal,H,SI1,6750
1.17,Premium,H,SI2,4914
1.09,Very Good,J,VVS1,5588
1.02,Premium,F,SI1,5369
1.27,Ideal,I,SI2,5249
0.31,Ideal,H,IF,789
1.05,Ideal,G,VS2,6604
0.4,Good,F,SI1,882
1.02,Very Good,F,SI1,5287
1.52,Fair,H,VS2,8674
1.12,Very Good,E,SI2,3794
0.7,Ideal,E,VS1,2818
1.01,Premium,H,SI2,3959
1.5,Very Good,F,VS1,15508
1.01,Ideal,D,SI1,5812
0.26,Ideal,H,SI1,397
1.55,Ideal,F,SI1,12373
1.01,Premium,D,VS1,8286
0.72,Ideal,G,VVS2,3139
1.2,Premium,D,SI2,5551
2.08,Very Good,J,SI1,12637
0.41,Ideal,D,VS2,1007
0.7,Good,G,SI1,2117
0.38,Very Good,D,VS1,921
1.25,Ideal,I,SI1,6066
0.55,Very Good,E,VS1,1986
1.51,Premium,H,SI2,8598
1.01,Ideal,J,SI1,3818
1.5,Premium,G,SI1,9954
0.31,Ideal,E,SI1,660
1.7,Very Good,G,VS1,17219
0.3,Ideal,E,IF,1120
1.51,Premium,G,VS2,13194
0.7,Premium,H,VVS2,2536
2,Ideal,I,SI2,15092
0.25,Premium,E,VVS2,576
1.03,Ideal,F,SI1,5356
0.43,Ideal,E,VS2,1048
0.38,Good,D,VVS1,1159
1,Good,H,SI1,4138
0.9,Premium,E,SI1,4385
1,Premium,D,SI1,5488
1,Very Good,I,SI1,4538
0.78,Very Good,G,VS2,3012
0.31,Ideal,E,SI1,601
0.31,Ideal,H,VVS1,687
0.43,Good,F,VS1,1167
0.33,Ideal,F,VS2,854
1.21,Ideal,D,VVS2,12375
0.31,Premium,D,SI2,593
0.33,Premium,G,VS2,579
1.28,Good,J,VS1,5759
0.56,Premium,G,SI1,1441
0.37,Ideal,E,SI1,833
0.9,Very Good,D,SI1,4304
2.13,Good,H,SI2,16062
0.41,Premium,F,SI2,775
1.2,Fair,F,I1,2622
0.52,Premium,I,VS1,1141
1.79,Ideal,I,VS1,13908
0.46,Ideal,G,SI2,807
2,Ideal,J,VS2,14323
0.73,Very Good,G,SI1,2330
0.72,Premium,F,VS2,2646
1.01,Good,F,SI1,4989
0.34,Ideal,E,VVS2,944
1.5,Very Good,D,VS2,17153
1.55,Ideal,H,SI1,10960
1.45,Very Good,J,VS2,6980
0.97,Very Good,I,SI2,2567
